,id,year_sum,month_sum,week_sum,year_count,month_count,week_count,year_person_count,month_person_count,week_person_count,year_out_sum,month_out_sum,week_out_sum,year_ratio,month_ratio,week_ratio
22,25485,40637935,5810314,3892506,5144,3592,1941,4582,2972,2598,13290827,7474526,227929,3.0575926539409473,0.7773488245274683,17.077712796528743
23,25486,42715546,23784341,17319505,8286,6314,3003,1976,601,143,24982150,22935283,16625057,1.7098426676647127,1.0370197306917905,1.0417711650552537
24,25487,31563344,25579644,2526274,5151,2276,2146,1348,351,303,24195712,4819713,1869876,1.3045015579620058,5.3072960983361455,1.35103825066475
25,25488,34010337,7265851,2464725,3978,2042,1493,728,66,60,44322388,6174899,483052,0.7673399050610721,1.1766752784134606,5.102400983745021
26,25489,27681615,19574285,19252130,2772,2204,1854,2031,646,139,32241021,18407747,366491,0.8585836968376405,1.0633721226177217,52.53097620405413
27,25490,30488871,30124615,26089318,7974,1811,264,2410,2003,385,46763045,1973378,1257120,0.6519864350150851,15.26550665913981,20.753243922616775
28,25491,41960718,29494857,23176669,2918,1488,1422,2095,849,595,21129762,6231932,1208940,1.985858525051063,4.7328592481432725,19.17106638873724
29,25492,25595703,21678323,21621352,1965,371,60,1471,1373,18,17202527,8826936,5137409,1.487903666711292,2.45592842182157,4.208610215772191
30,25493,8878860,7823380,7104941,8038,2319,827,2051,1260,151,10636396,970944,443297,0.8347620754247962,8.05749868169534,16.027496238413523
31,25494,7685101,4000697,2582484,2351,1699,1570,1351,1046,625,43581968,21876794,5300907,0.17633671338568283,0.18287400795564468,0.48717776033422205
32,25495,10433361,7885830,3959976,1737,127,27,1108,100,30,46678839,6895048,1264024,0.22351372106748413,1.1436947211970099,3.132832920893907
33,25496,42680900,21022006,5185181,6856,3594,2898,3743,1412,1360,32501146,18103520,17227522,1.3132121556575267,1.1612109689165422,0.30098240478230126
34,25497,44422970,10218912,5532353,2531,575,201,1703,836,616,27142153,4214376,1228444,1.6366781957201406,2.42477462855711,4.503545135146576
35,25498,8524335,5646833,1301567,9662,6531,277,9400,4174,2089,34395871,4985003,2985470,0.24783018287282216,1.1327642129804134,0.43596720114420845
36,25499,42164826,9818684,3664401,1114,1066,741,992,119,99,21543822,12231809,823572,1.9571655391508527,0.8027172432139841,4.449399688187554
37,25500,36124599,24624900,15217369,4604,3916,95,3302,3270,1696,49769849,9407025,8778165,0.7258330038333047,2.6177138893539666,1.7335478428578182
38,25501,44829578,8136320,1426185,8928,5066,4490,4254,2833,1923,6746029,2485424,1641459,6.645328385039554,3.273614481875125,0.8688520395574912
39,25502,49258352,45117787,40014712,4027,2381,23,1895,1320,237,38956527,27215181,12508452,1.2644441328150222,1.657816900060301,3.1990139147514016
40,25503,45503541,32392062,8444445,2994,489,356,1295,159,35,45816729,197601,54664,0.9931643308713723,163.92660968314937,154.47909044343626
41,25504,11124829,634974,102079,2807,491,346,778,287,241,31188230,23145496,17726917,0.3566995946868418,0.027434019992485795,0.005758418116359432
42,25505,48353643,3509648,1371752,9166,5863,1310,2521,2243,972,7227785,6832918,5648564,6.689966981585645,0.5136382435732435,0.24284968710631588
43,25506,45705815,37384661,22229329,5582,1081,42,655,314,63,14194707,1706872,1106608,3.2199195798828395,21.902439667415013,20.08780796813325
44,25507,16168605,5134406,3518262,6494,3648,937,6364,2113,1083,34317998,31168350,9131772,0.4711406825071789,0.16473140220768825,0.38527703056975143
45,25508,29150435,9974272,8743268,7875,7362,7064,4750,4100,2536,21299729,17982904,17461133,1.3685824359549363,0.5546530193343634,0.5007274155691959
46,25509,14541651,338047,63650,5692,1267,980,4384,1428,226,17965263,16150859,3212958,0.8094315680210192,0.020930589512297766,0.01981040524028014
47,25510,32191191,16171714,9683724,5847,3222,2726,758,720,119,47826211,9682393,3333748,0.673086793348526,1.6702187155592632,2.9047558483724623
48,25511,5282974,2449446,2220104,3238,911,435,1739,1256,972,43837477,3268370,2267993,0.12051272932518448,0.7494396289281813,0.9788848554647215
49,25512,27987269,3380150,1571697,3306,617,548,1765,1739,628,23168292,21785631,15469412,1.2079988028465802,0.1551550193795167,0.10160030646284422
50,25513,20523328,19900231,7657972,3939,3736,646,2710,2072,1688,42974908,31677574,237750,0.47756537372924684,0.6282119647167426,32.21018717139853
51,25514,10980233,10763579,8209150,1171,269,148,804,92,25,23940784,22513429,6864655,0.4586413293733405,0.4780959399831985,1.1958576213953942
52,25515,25460877,10483945,3910557,4611,3940,2242,820,486,375,18946007,10906229,8944625,1.343865068771483,0.9612804755887667,0.43719630504353174
53,25516,8161272,6824219,3483380,7153,2651,1945,6557,2435,1777,23140668,15366990,9056961,0.3526809165578107,0.4440829986874463,0.38460803795003645
54,25517,28871823,7686569,4214058,1564,1430,395,510,400,62,16299582,13592258,11894296,1.7713229087715257,0.5655108224108165,0.3542923431533905
55,25518,13249476,9889591,4807588,9405,2520,1570,2453,2012,1652,27095726,490806,47216,0.4889876728160006,20.149694584010792,101.82116231785835
56,25519,17618995,10854211,2225013,3074,302,37,1550,1120,652,13552783,5547889,1063098,1.3000278245434904,1.9564578527075793,2.092951919766569
57,25520,25318677,16863755,9881271,2544,641,517,1128,595,170,27882937,9799349,3095725,0.9080347956171189,1.7209056438340955,3.1919085190060486
58,25521,43603996,37305904,19923584,1350,634,230,1018,928,404,21610271,8604725,1237402,2.017744062533968,4.335513802009943,16.101140938837986
59,25522,44901129,32493416,31483226,5724,5324,934,5483,3915,1684,8579176,122213,31684,5.233734451886755,265.8752833168321,993.6632369650297
60,25523,6526072,6134622,4122520,9490,5783,564,5072,4815,4533,16683746,14956975,6983553,0.39116347132112894,0.41015125050352763,0.5903184238739221
61,25524,49770776,29024293,6138813,8257,2835,709,1074,753,625,39791452,17997824,10272781,1.2507906471972925,1.6126556743748577,0.5975804409730919
62,25525,46532706,40622601,21773748,3999,132,25,3289,2775,1919,21266487,8801757,3352681,2.188076761338156,4.615283175847732,6.494428786991664
63,25526,7596978,2779427,2582571,3569,555,95,2756,1918,390,16347584,4309274,3523636,0.46471564238483193,0.6449872994847856,0.7329278620152593
64,25527,17180757,13985701,7437137,3718,3235,1751,1639,1023,995,21911166,7598646,5123752,0.7841096635386725,1.8405517246098844,1.4515021413995057
65,25528,7002103,2464693,2029876,2513,1669,1144,1793,534,84,15435092,4647421,1183782,0.45364828405298785,0.5303356420690098,1.7147380176417617
66,25529,48669072,575632,18414,5456,221,89,2285,2211,1306,32782476,5473378,317116,1.4846063488310035,0.10516942188169719,0.05806707955448479
67,25530,30043595,1806345,903261,4488,2529,1915,3016,135,43,11756525,10531514,1016475,2.5554825937086,0.1715180742294033,0.888620969527042
68,25531,48074884,40574933,38716993,1379,167,99,1209,69,50,42838624,32926244,4330561,1.1222322173560009,1.232297646825432,8.940410491850825
69,25532,25903940,8814946,7869194,9197,6378,3314,7609,413,407,18923325,7242042,4441695,1.368889452567136,1.217190676331344,1.7716646460416574
70,25533,48954574,14467868,9570236,4611,1392,784,4000,408,212,33244864,12526677,3172023,1.472545473490281,1.154964560832853,3.0170764839977515
71,25534,19874972,18634645,18558490,9170,7558,4529,9158,7150,5509,8384450,3686026,484124,2.3704562612932274,5.055483873418147,38.33416645322273
72,25535,46827067,9778528,7442322,2803,2064,391,2696,2574,2214,32305553,28858338,10401376,1.4495051980691989,0.33884584760217307,0.7155132167128657
73,25536,34347933,6206848,4288299,5875,2469,646,5107,3604,1198,25436524,18864256,5510939,1.350339102937178,0.32902691736159645,0.7781430714439046
74,25537,33913903,14289760,2307146,5967,4544,1367,2656,1790,1605,18418340,10901460,5148294,1.8413115948559968,1.3108115793664334,0.4481379657028134
75,25538,30226104,27346332,10013345,6486,1269,1046,4146,3633,2993,22696936,18288358,12041144,1.3317261854199174,1.4952863455538217,0.8315941574986563
76,25539,12723863,3391267,1059708,4240,2731,1499,3073,1486,525,42817611,11850746,8667634,0.29716424393691654,0.28616485409441733,0.1222603538635803
77,25540,12039203,2603914,1465310,5346,2707,1884,4886,4118,1151,42879079,18880003,8995405,0.28077102588887226,0.1379191518136941,0.16289538936823855
78,25541,41343696,38666359,31111457,3423,729,17,1201,356,241,30585305,18803459,11921558,1.3517503258509274,2.056342878190656,2.609680462905939
79,25542,31059260,17733156,1980153,1750,1177,453,1693,215,66,9289541,8470303,6445927,3.3434655167569636,2.093568081330739,0.30719445007676943
80,25543,49396936,37368544,15492424,5204,3687,81,1564,342,148,45837271,36807575,36043317,1.0776587463071263,1.0152405856674882,0.42982792066557024
81,25544,26113913,6067153,4095759,3963,3207,606,881,541,288,5753619,746327,256162,4.538693472751672,8.129349467458635,15.988940592281446
82,25545,36530145,26081749,5137351,1805,212,50,605,464,446,15564718,1622731,1524207,2.3469840571477105,16.072749580799282,3.3705074179556975
83,25546,10077722,9959810,8299574,7043,3043,1227,1557,348,228,26925119,16540181,2094002,0.374286999437217,0.6021584648922524,3.963498602198088
84,25547,10371251,8834597,7531837,9847,7694,6720,2584,1397,473,33018117,26162256,10326978,0.3141078881027649,0.33768483115523373,0.7293360167901974
85,25548,17097621,7959639,1430127,7543,2861,1483,5238,1451,460,31299170,2220667,963458,0.5462643578088493,3.584346054586302,1.484368804867467
86,25549,30723209,13116445,2314014,2181,931,667,1668,77,39,36072122,16301560,6857226,0.8517161535437255,0.8046128714061722,0.33745628334256444
87,25550,16787632,13296680,5015086,2624,760,712,2275,1718,1395,34442378,25482658,15206708,0.4874121060979007,0.5217932917358935,0.32979432497816097
88,25551,29087909,1060996,460368,7163,6999,5097,5636,4167,301,38687740,23909989,13051656,0.7518637428808196,0.044374591723986154,0.03527276538701296
89,25552,24146708,19088357,3920699,6428,2671,1849,817,468,110,33318818,29988888,1646563,0.7247168251886966,0.6365143315750821,2.3811412013995215
90,25553,9494190,5975400,4418307,6961,314,252,6770,2175,1044,33586660,13260749,224152,0.28267740823291154,0.45060803126580556,19.711209357935687
91,25554,31844571,31433315,30484276,1242,666,368,823,92,22,26791286,5123065,3816171,1.188616739039701,6.135646336714447,7.988183967647152
92,25555,40849483,13124268,6119459,5994,1319,984,1865,1753,68,13816164,8196945,1086391,2.9566443334054227,1.6011170015170286,5.632832930316986
93,25556,46790307,152000,22184,7440,1334,1061,4100,3343,2934,21704945,19381964,14275523,2.1557440942605477,0.007842342499449487,0.0015539885999273021
94,25557,48856816,22599035,10062110,6190,4680,3643,2876,892,67,41566212,19833891,6129265,1.1753973636086925,1.1394151051853618,1.6416503446987527
95,25558,30055936,24831424,14142612,1306,391,95,534,141,68,43672961,38324143,26071598,0.6882046765732234,0.6479316184578479,0.5424528254846519
96,25559,23067980,1776220,1723742,7166,5877,5580,5611,2150,1967,28721872,4188154,726770,0.8031502960531264,0.4241057038494764,2.371784746205815
97,25560,29671714,28120892,19234794,8343,2215,1785,7799,6319,3996,43922930,10322803,3795934,0.6755404067989089,2.7241527325475454,5.067209809232721
98,25561,27079644,3357414,353319,2762,1816,1053,2170,1640,1240,11492360,7506528,6510279,2.3563170662944772,0.4472658997608482,0.054270945991715565
99,25562,49329003,40598848,30623331,5063,775,424,1186,124,11,10902392,9365859,6155604,4.524603683301793,4.334770361159611,4.97487021582285
100,25563,42085586,39116188,5585028,4848,3062,2695,3580,319,120,40387112,34845051,28915159,1.0420548515575958,1.1225751398670647,0.19315224930978245
101,25564,10573243,8981622,3495296,3819,516,201,1147,191,106,43528555,39347583,24448910,0.24290360660950036,0.22826362676457154,0.14296326502899312
102,25565,23616292,2342335,1661320,5461,2015,93,1440,160,156,14441060,14069948,6345675,1.6353572383190709,0.1664778718443025,0.2618035118407419
103,25566,14853490,5638077,5046942,7632,527,305,4914,4583,801,39759739,3063007,810593,0.3735811746651556,1.8407000049297961,6.226234374094028
104,25567,25294754,8225748,200928,6655,556,310,5852,3610,3398,33394449,6467574,5694542,0.7574538510876463,1.271844435023086,0.03528431259265451
105,25568,41730268,18651536,4263495,5213,590,269,3859,1568,1086,10293875,3467175,821920,4.053893018906874,5.379461953896183,5.18723841736422
106,25569,47230852,45831952,17346153,9661,6791,4476,2592,2181,983,37536038,30838454,1077448,1.258280162653288,1.4861948656699846,16.09929481515581
107,25570,44731842,25917309,24969112,9303,7675,3533,1099,334,269,15934743,3363422,1631916,2.807189422509042,7.705636997082139,15.300488505535824
108,25571,48209810,23667293,8909662,2451,867,218,2081,1393,1021,31002920,8830355,1814240,1.5550086895040853,2.6802198779097783,4.910961063585854
109,25572,23100002,20323774,5721569,2099,803,414,1207,1093,909,26653068,10162633,4523102,0.866692044608148,1.999853187653239,1.264965724849893
110,25573,13028153,9429574,5050386,5705,4709,3681,2352,396,365,7470115,430829,320435,1.7440364706567435,21.887045672412953,15.76103109835068
111,25574,23167425,9220445,7930700,7652,4680,4243,5268,792,74,14233853,4065577,607851,1.6276285135163333,2.2679302347489667,13.047111874456075
112,25575,18164096,4512080,372200,6048,156,31,676,641,55,13833897,644837,309676,1.3130136793703178,6.997241163270718,1.2019013420478177
113,25576,13856057,1473004,146111,4294,2000,441,1842,69,52,36127219,145522,125110,0.383535112403753,10.122208325888868,1.1678602829510032
114,25577,35016629,16656054,4803128,5226,1078,286,3278,2273,1722,48394244,893673,387171,0.7235701212731002,18.637750049514754,12.405701873332456
115,25578,22466692,18210293,4625996,3264,2069,1369,1672,1097,917,5574818,2956389,349723,4.030031473673222,6.15964035855904,13.227600129245145
116,25579,48567886,42997503,14856587,6468,2171,1395,633,472,105,28290866,20521439,15475997,1.716733803765498,2.0952479502046617,0.9599760842548626
117,25580,34248023,18779146,6615633,8895,1641,1623,6123,4061,961,38644691,1817626,843928,0.8862284084507236,10.331688697234744,7.839096463205392
118,25581,9415993,1282914,60184,2877,686,210,1210,427,191,47190087,1946244,1556178,0.1995332833355446,0.6591742864717888,0.03867423906519691
119,25582,29473038,15922338,15605361,8785,8390,2676,4645,1499,31,39898653,26893590,5310741,0.7386975695645666,0.5920495553029551,2.938452656606677
120,25583,35582158,22401649,6552352,2911,1513,851,852,386,322,18169381,15669991,247176,1.95835829520004,1.4295891427123346,26.508851992102795
121,25584,39403001,10554044,5285048,6416,2473,2133,4453,1718,1486,17345493,6385500,2212379,2.27165644700903,1.652814031790776,2.3888529044978277
122,25585,23264134,16814831,14202049,3706,2889,1007,785,289,74,18012794,2891372,1430467,1.2915338952968651,5.815519760169221,9.928260491154287
123,25586,35011876,14830129,11204514,5216,1652,954,2165,1867,653,24586005,18765109,6011557,1.4240571414510004,0.790303376335304,1.8638289547949058
124,25587,6442426,596664,278235,2760,2592,1952,944,895,247,28178619,14091779,5194205,0.22862816662519905,0.04234128281461127,0.05356642643099377
125,25588,11878398,3240408,849159,2346,1728,1506,2334,183,174,13004411,8276250,5766234,0.9134129950214585,0.39153094698686,0.14726405484064642
126,25589,24684287,17414679,6884175,7185,4001,3720,3491,932,21,49377874,34577850,27568266,0.49990582826632024,0.5036368368767867,0.24971374695818735
127,25590,29837619,12261791,5274501,2823,2353,1641,1572,1354,492,18796369,16607836,15014875,1.58741398405192,0.7383135888384255,0.35128504233301977
128,25591,6639903,5423402,1753180,9173,6238,1195,2085,335,252,28133150,27220923,4290203,0.23601704750445648,0.19923652111282192,0.4086473297417395
129,25592,45544227,15577377,5635793,7280,6574,99,3864,2358,2178,48706142,2908570,465012,0.935081801387595,5.355682345620012,12.119672180502869
130,25593,25924396,24463140,18433775,9611,6796,4742,6664,2051,116,41746283,10112253,7260979,0.6209989042617279,2.419158223197145,2.5387451196319395
131,25594,34905068,3911869,1177358,3051,378,159,730,513,379,37317673,7537934,6129979,0.9353495326463683,0.5189577144082185,0.1920655845639928
132,25595,18311258,4070702,2072504,3310,2937,839,1753,322,255,32260222,15134159,12073795,0.5676110350387545,0.26897444383926455,0.17165307179722697
133,25596,30852604,6299535,2510571,8538,1008,574,2088,1486,1044,25553328,10813962,8701360,1.207381050327378,0.5825371866481499,0.2885262763522024
134,25597,28391182,13966797,1729788,4644,2073,699,1475,1448,1246,13738260,5149424,4475954,2.0665777179933995,2.7123027740578363,0.3864624167272497
135,25598,27103860,2776359,2572377,2447,1133,891,2365,1851,297,14904996,1298958,931033,1.8184412796890386,2.1373739566637258,2.7629278446628636
136,25599,33621646,3339128,477183,4212,3649,2960,2402,1377,404,24653965,16629569,642170,1.36374193765587,0.2007946207144635,0.7430789354843733
137,25600,6063061,2778736,1012454,1307,1053,791,1281,961,351,48328334,2128622,499606,0.12545561781624834,1.3054154283851243,2.02650488585005
138,25601,26198109,12710610,1155401,7414,6895,315,4793,253,163,39490638,15129749,12100060,0.6634005001387924,0.8401071293383651,0.0954872124601035
139,25602,25855488,23632299,20811090,6865,5576,4406,1488,356,88,38147801,10970804,1912283,0.6777713871370987,2.1541082130352525,10.88285049859252
140,25603,48399713,14057883,5217871,4142,1484,744,3517,3255,2651,33205280,23485908,18790570,1.4575908710903809,0.5985667235007478,0.2776856157104335
141,25604,8528111,6820170,1995663,5773,950,272,1399,330,85,22186172,21673476,19188380,0.3843885732067704,0.31467818083264537,0.1040037251711713
142,25605,22531155,940176,572761,5114,4683,1129,615,485,384,41619740,22736252,8074610,0.5413574183788751,0.0413514065554868,0.07093358069306134
143,25606,43720798,1189526,873984,1007,760,551,956,627,600,23174325,11710215,7967155,1.886605025173333,0.10158020155906616,0.10969838041308347
144,25607,30508209,6191921,1063732,3241,1025,839,2426,866,416,32784273,20975440,5110787,0.9305745166287506,0.2951986227702494,0.20813467671417338
145,25608,34075670,30754359,6209762,4817,3754,2120,4238,2659,892,46953871,2796554,2248885,0.7257265327495576,10.997234095962389,2.7612625812347007
146,25609,44626919,25093902,20034084,9807,1672,679,3952,1449,1285,42681462,23758495,18054148,1.0455808425681388,1.0562075586016706,1.1096665431124193
147,25610,45696131,1514305,1115981,2488,829,604,676,547,347,39073279,28353477,25392240,1.1694982394490108,0.05340808818615086,0.043949686990986225
148,25611,10834440,10810244,10478728,5500,1720,1325,1895,74,57,9345953,3970950,1930689,1.159265406106793,2.722331935682897,5.427455172738851
149,25612,21843469,16927721,14869572,2919,428,269,997,922,737,30822619,29417318,19692072,0.7086830940615397,0.5754338651810474,0.755104490781874
150,25613,26149276,11800775,7483492,1824,820,695,901,390,195,39640313,32466553,17160525,0.6596637115352747,0.36347483516343726,0.4360875905603121
151,25614,37175119,9342756,1800145,2716,366,242,1223,506,366,5549023,310075,292617,6.699398975279071,30.130632911392404,6.151881127890724
152,25615,49417412,41008337,29963101,6872,314,29,1740,1469,638,41445368,38531132,9541760,1.1923506626844282,1.064290999807636,3.1402069429539203
153,25616,40075587,27847928,4364122,8931,898,847,5980,1640,1334,15214631,9748662,6718600,2.6340163622765482,2.8565897555992814,0.6495582413002708
154,25617,7108152,6109822,6099575,4421,4344,2258,2069,1640,228,7549886,7122898,5152611,0.9414913019878711,0.8577719349624268,1.183783328491128
155,25618,21841344,1506530,1251071,3351,2413,2365,2967,2488,1507,32788929,3989479,3189750,0.6661194697759113,0.3776257501292775,0.3922160043890587
156,25619,8585018,1990807,1830871,4522,804,47,1268,815,576,6014220,2357978,136628,1.4274532690856006,0.8442856549128109,13.400408408232574
157,25620,32888634,6581823,1389354,5088,3890,2240,831,793,598,16334213,15128159,3107128,2.013481396379489,0.4350709825299959,0.4471505518922941
158,25621,32417774,30468685,1914889,6099,233,185,5909,945,774,10718760,937726,608256,3.0243959189309213,32.49209790493172,3.1481629445496635
159,25622,8918612,7057395,5471726,4167,585,393,1311,123,43,22600697,7865979,4456742,0.39461667929975786,0.8972049124463719,1.227741251344592
160,25623,11149378,592285,359001,7419,5272,3059,5690,270,22,36395429,24822719,4853322,0.3063400626490761,0.023860601250008107,0.07397015899625041
161,25624,19252804,14410112,2922188,1023,674,254,855,152,113,27863640,21308720,1502230,0.6909651431040597,0.6762542283159195,1.9452334196494545
162,25625,12144007,1277369,979712,9881,345,132,2014,812,221,19099651,17945378,2976057,0.6358235027435841,0.07118094698256008,0.32919799587171883
163,25626,14781651,4495867,2881796,1506,896,834,1483,149,31,15968152,13992033,9020585,0.9256957849599629,0.3213162090169456,0.31946885928129937
164,25627,42862811,20820737,18236497,8964,6005,4065,906,750,472,23083436,13198489,8592162,1.856864420010955,1.5775091375990085,2.1224573046923463
165,25628,43281575,3736885,802625,9064,6857,2868,4882,4623,599,46676786,13543570,5550049,0.9272612514494892,0.2759158035879757,0.1446158403286169
166,25629,8223642,4427088,4341782,1173,275,43,784,153,13,39537837,29415583,7552515,0.20799423094389305,0.1505014536002907,0.574878964159621
167,25630,33802252,23288190,4147789,3125,1432,460,1109,742,568,19910861,6989361,1008310,1.6976790707343092,3.331948371245955,4.113604942924299
168,25631,5652119,739521,447545,1864,1528,95,849,339,138,24544291,20995281,14063414,0.23028243105494473,0.035223200870709945,0.03182335384565938
169,25632,20886943,7239987,675691,8921,4617,3721,4255,372,304,34305990,1935536,637649,0.6088424499628199,3.740559204272098,1.059659781478525
170,25633,45946719,16144027,15518761,5822,2184,1020,5659,3018,1109,37184556,25914847,15996793,1.2356398446709973,0.6229643956609121,0.9701170103282577
171,25634,47012633,33462804,26053405,1364,539,85,1078,99,76,37381166,30322916,29903779,1.2576556065693616,1.103548352671623,0.8712412233918663
172,25635,5521914,2160907,2113599,1737,1542,1203,1604,1271,482,5583291,2349322,1368883,0.9890070211278617,0.9198002657788077,1.544031885851457
173,25636,18408157,1768686,77245,9572,1447,89,3072,2562,1228,29624324,1119679,523709,0.62138656733568,1.5796366637223704,0.14749603310235265
174,25637,5503002,2674203,607615,4203,2076,738,625,336,153,27267574,25839659,7146707,0.20181487359308165,0.10349219391788414,0.08502027577176453
175,25638,45342160,32807614,24823297,5056,4416,1776,1603,516,55,6909061,3800870,2611289,6.562709462255436,8.631606447997433,9.50614696420044
176,25639,6852882,3425829,1653815,4904,3312,416,1255,197,100,41595786,5001655,3340309,0.164749429184966,0.6849390851628111,0.49510838667919643
177,25640,9891775,5272396,4565461,2162,593,445,1359,1288,69,29348097,26697402,15895488,0.33704996272841814,0.19748723115455205,0.2872174166656601
178,25641,44459009,241290,141294,3163,1212,668,2266,1494,306,48198629,18869864,9366421,0.9224123159187785,0.012787055592981485,0.015085164333313653
179,25642,7929097,3742272,2114490,2816,562,274,2227,1423,1178,23060210,14522493,7063863,0.3438432260590862,0.2576879878681987,0.29933904437274617
180,25643,5386267,5133607,4868159,7815,5110,2312,4342,1020,10,31950303,23438694,8977644,0.16858265788590487,0.21902274077216077,0.5422535132825494
181,25644,49516588,6545997,2719035,8438,7593,2972,1889,343,128,5022487,377485,360262,9.858977833093446,17.341078453448482,7.547382182966841
182,25645,44004539,35227367,8870694,7929,7375,6112,5942,5709,1264,45430391,37381637,3051731,0.96861457784944,0.9423709025904885,2.906774548608642
183,25646,17159982,15580610,7486368,3939,2029,647,3686,1304,116,19373682,17144825,16437425,0.885736743278846,0.9087645980638472,0.45544651914761586
184,25647,9100360,5577194,3760100,9292,913,775,1357,141,80,16142778,16039489,6801113,0.5637418788761142,0.34771643909603356,0.5528653912969833
185,25648,10217597,9345347,742940,5683,2471,2347,1347,373,357,9427558,944021,842594,1.0838010224917205,9.89951176933564,0.8817295162320169
186,25649,5117275,693408,239136,9383,3185,1699,3258,2148,1606,49418916,23270018,7626137,0.10354891232337027,0.029798343946274557,0.03135742250630955
187,25650,13090036,4454376,4210218,9941,4783,48,1764,1130,631,7811081,6605671,5368521,1.6758289921715062,0.6743260449998191,0.7842416933825909
188,25651,11251963,9510936,3159219,1681,1069,369,1591,1134,131,12093732,2712712,2519760,0.930396258160839,3.5060618303749163,1.253777740737213
189,25652,30645994,16808029,13135734,2683,1364,721,737,239,204,26462788,8682417,3795016,1.1580788086274205,1.9358698159740542,3.4613118890671344
190,25653,39232470,21705049,14346015,6713,3261,105,5908,3678,485,24450382,17333695,2700694,1.604574930567547,1.2521882379954188,5.311973514955786
191,25654,43657551,21454627,15115586,8880,4102,22,5014,2815,2581,10128821,6411330,2287221,4.310230282478089,3.346361363398858,6.608712494332642
192,25655,6586309,5379372,5340197,8839,7756,5884,672,125,84,30324733,10427996,4282605,0.2171926460160424,0.515858655872135,1.2469506293482588
193,25656,40936148,35155609,20255591,2444,2009,1935,1673,1121,415,5206581,550870,51470,7.8623856999439745,63.818340080236716,393.54169419079074
194,25657,18132138,7910731,4121652,6912,5255,232,3032,2022,1560,26033677,19135983,487186,0.6964877838808555,0.4133955909137252,8.460119954185876
195,25658,32816343,377680,17537,2488,416,65,637,478,288,32130061,21428595,4402788,1.0213594988195012,0.01762504727911466,0.0039831579444660975
